sales_representative,location,region,customer,order_date,item,quantity,price,total_sales
Sara Snyder,Massachusetts,East,Alan Romero,2016-09-24,Widgets,3,53.35,160.05
Patrick Graham,Washington,West,Annie Hughes,2016-09-24,Junk,8,12.42,99.36
Sara Snyder,Massachusetts,East,Andrea King,2016-09-24,Junk,2,12.42,24.84
Sara Snyder,New York,East,Chris Gilbert,2016-09-24,Junk,7,12.42,86.94
Patrick Graham,Washington,West,Paula Ross,2016-09-24,Widgets,7,53.35,373.45
Sara Snyder,New Jersey,East,Tammy Hart,2016-09-24,Junk,6,12.42,74.52
Randy Watson,Massachusetts,East,Dennis Reed,2016-09-24,Junk,3,12.42,37.26
Sara Snyder,Massachusetts,East,Amy Carr,2016-09-24,Junk,2,12.42,24.84
Randy Watson,Massachusetts,East,Louise Rivera,2016-09-24,Junk,4,12.42,49.68
Randy Watson,Massachusetts,East,Jacqueline Hart,2016-09-24,Widgets,5,53.35,266.75
Patrick Graham,Oregon,West,Janet Stewart,2016-09-24,Widgets,2,53.35,106.7
Sara Snyder,Massachusetts,East,Craig Collins,2016-09-25,Widgets,8,53.35,426.8
Frances Warren,New Jersey,East,Dorothy Baker,2016-09-25,Things,1,17.83,17.83
Randy Watson,New Jersey,East,Eric Ellis,2016-09-25,Junk,6,12.42,74.52
Patrick Graham,Oregon,West,Phillip Harrison,2016-09-25,Junk,2,12.42,24.84
Diane Gonzalez,California,West,Norma West,2016-09-25,Stuff,5,16.32,81.6
Patrick Graham,California,West,Andrea Washington,2016-09-25,Things,4,17.83,71.32
Patrick Graham,California,West,Diana Hamilton,2016-09-25,Things,7,17.83,124.81
Sara Snyder,New York,East,Phyllis Ward,2016-09-25,Junk,2,12.42,24.84
Sara Snyder,Massachusetts,East,Juan Olson,2016-09-25,Junk,6,12.42,74.52
Sara Snyder,New Jersey,East,Ruth Fields,2016-09-25,Things,8,17.83,142.64
Patrick Graham,Washington,West,Gregory Richardson,2016-09-25,Stuff,9,16.32,146.88
Randy Watson,Massachusetts,East,Harold Rodriguez,2016-09-25,Junk,4,12.42,49.68
Randy Watson,Massachusetts,East,Phillip Young,2016-09-25,Stuff,9,16.32,146.88
Diane Gonzalez,California,West,Kathy Porter,2016-09-25,Stuff,8,16.32,130.56
Sara Snyder,New York,East,Brenda Cruz,2016-09-25,Things,2,17.83,35.66
Diane Gonzalez,California,West,Robin Murphy,2016-09-25,Junk,9,12.42,111.78
Randy Watson,New York,East,Theresa Mendoza,2016-09-26,Junk,2,12.42,24.84
Frances Warren,New Jersey,East,Joshua Washington,2016-09-26,Junk,8,12.42,99.36
Sara Snyder,Massachusetts,East,Carl Howard,2016-09-26,Junk,7,12.42,86.94
Diane Gonzalez,Oregon,West,Henry Day,2016-09-26,Junk,9,12.42,111.78
Randy Watson,Connecticut,East,Jane Watkins,2016-09-26,Junk,9,12.42,111.78
Patrick Graham,Washington,West,Margaret James,2016-09-26,Things,3,17.83,53.49
Sara Snyder,Massachusetts,East,Gregory Thompson,2016-09-26,Junk,2,12.42,24.84
Randy Watson,New Jersey,East,David Allen,2016-09-26,Stuff,6,16.32,97.92
Sara Snyder,New York,East,Stephen Hicks,2016-09-26,Junk,7,12.42,86.94
Patrick Graham,Washington,West,George Hill,2016-09-26,Things,10,17.83,178.3
Sara Snyder,New Jersey,East,Ronald Lopez,2016-09-26,Stuff,2,16.32,32.64
Sara Snyder,Connecticut,East,Katherine Carroll,2016-09-26,Stuff,8,16.32,130.56
Patrick Graham,Oregon,West,Gary Moreno,2016-09-26,Junk,3,12.42,37.26
Patrick Graham,Washington,West,Stephen Martinez,2016-09-26,Junk,10,12.42,124.2
Patrick Graham,Nevada,West,Donna Williams,2016-09-26,Widgets,8,53.35,426.8
Patrick Graham,Washington,West,Maria Romero,2016-09-26,Junk,10,12.42,124.2
Frances Warren,Massachusetts,East,Justin Dixon,2016-09-27,Widgets,4,53.35,213.4
Randy Watson,Massachusetts,East,Christopher Pierce,2016-09-27,Stuff,7,16.32,114.24
Diane Gonzalez,Washington,West,Ryan Ramos,2016-09-27,Junk,6,12.42,74.52
Sara Snyder,New York,East,Ruby Matthews,2016-09-27,Things,6,17.83,106.98
Randy Watson,New York,East,Roy Collins,2016-09-27,Stuff,4,16.32,65.28
Diane Gonzalez,California,West,Helen Diaz,2016-09-27,Widgets,10,53.35,533.5
Patrick Graham,California,West,Helen Diaz,2016-09-27,Things,3,17.83,53.49
Sara Snyder,Massachusetts,East,Janice Mason,2016-09-27,Things,7,17.83,124.81
Randy Watson,New Jersey,East,Benjamin Spencer,2016-09-27,Widgets,2,53.35,106.7
Frances Warren,New York,East,Lillian Wood,2016-09-27,Widgets,6,53.35,320.1
Sara Snyder,Massachusetts,East,Ernest Kelley,2016-09-27,Stuff,9,16.32,146.88
Patrick Graham,Oregon,West,Lillian Howard,2016-09-27,Things,1,17.83,17.83
Sara Snyder,Massachusetts,East,Steven Miller,2016-09-27,Junk,5,12.42,62.1
Randy Watson,Massachusetts,East,Eugene Flores,2016-09-28,Junk,10,12.42,124.2
Randy Watson,Connecticut,East,Jane Watkins,2016-09-28,Junk,10,12.42,124.2
Patrick Graham,Washington,West,Mildred Hernandez,2016-09-28,Junk,5,12.42,62.1
Randy Watson,New Jersey,East,Brian Ryan,2016-09-28,Stuff,6,16.32,97.92
Randy Watson,New Jersey,East,Ruth Burton,2016-09-28,Junk,8,12.42,99.36
Sara Snyder,New Jersey,East,Debra Barnes,2016-09-28,Widgets,9,53.35,480.15
Diane Gonzalez,Oregon,West,Julie Gonzalez,2016-09-28,Things,6,17.83,106.98
Sara Snyder,New York,East,Harold Hunter,2016-09-28,Junk,5,12.42,62.1
Sara Snyder,New Jersey,East,Robert Collins,2016-09-28,Junk,9,12.42,111.78
Patrick Graham,Oregon,West,Edward Taylor,2016-09-28,Things,1,17.83,17.83
Patrick Graham,California,West,Judy Lopez,2016-09-28,Things,3,17.83,53.49
Patrick Graham,Washington,West,Shirley Chavez,2016-09-28,Things,9,17.83,160.47
Sara Snyder,New York,East,Raymond Collins,2016-09-28,Stuff,3,16.32,48.96
Sara Snyder,New York,East,Mark Parker,2016-09-28,Junk,6,12.42,74.52
Patrick Graham,Washington,West,Carol Pierce,2016-09-28,Widgets,5,53.35,266.75
Patrick Graham,Washington,West,Jason Berry,2016-09-28,Stuff,4,16.32,65.28
Diane Gonzalez,Washington,West,Mary Green,2016-09-28,Junk,2,12.42,24.84
Patrick Graham,Washington,West,Joseph Willis,2016-09-28,Junk,6,12.42,74.52
Randy Watson,Massachusetts,East,George Stone,2016-09-29,Things,3,17.83,53.49
Sara Snyder,New York,East,Kimberly Little,2016-09-29,Stuff,6,16.32,97.92
Patrick Graham,Washington,West,Antonio Coleman,2016-09-29,Widgets,6,53.35,320.1
Frances Warren,New York,East,Nancy Scott,2016-09-29,Widgets,4,53.35,213.4
Patrick Graham,California,West,Laura Gutierrez,2016-09-29,Junk,1,12.42,12.42
Sara Snyder,New York,East,Craig Mcdonald,2016-09-29,Widgets,10,53.35,533.5
Sara Snyder,New York,East,Anne Fisher,2016-09-29,Widgets,7,53.35,373.45
Sara Snyder,New York,East,Daniel Morris,2016-09-29,Junk,3,12.42,37.26
Sara Snyder,Massachusetts,East,Kevin Barnes,2016-09-29,Junk,10,12.42,124.2
Sara Snyder,New York,East,Joshua Campbell,2016-09-29,Stuff,7,16.32,114.24
Diane Gonzalez,Oregon,West,Edward Taylor,2016-09-29,Junk,5,12.42,62.1
Sara Snyder,New York,East,Antonio Mason,2016-09-30,Junk,3,12.42,37.26
Randy Watson,Connecticut,East,Maria Long,2016-09-30,Junk,9,12.42,111.78
Diane Gonzalez,Oregon,West,Phillip Harrison,2016-09-30,Widgets,8,53.35,426.8
Patrick Graham,California,West,Helen Diaz,2016-09-30,Junk,5,12.42,62.1
Sara Snyder,Massachusetts,East,Kevin Torres,2016-09-30,Junk,7,12.42,86.94
Sara Snyder,New Jersey,East,Kimberly Coleman,2016-09-30,Widgets,1,53.35,53.35
Diane Gonzalez,Washington,West,Angela Sullivan,2016-09-30,Junk,8,12.42,99.36
Sara Snyder,New York,East,Steven Simpson,2016-09-30,Junk,2,12.42,24.84
Patrick Graham,Washington,West,Louis Frazier,2016-09-30,Junk,1,12.42,12.42
Randy Watson,New Jersey,East,Randy Willis,2016-09-30,Junk,9,12.42,111.78
Sara Snyder,Massachusetts,East,Jacqueline Hart,2016-10-01,Things,2,17.83,35.66
Sara Snyder,New York,East,Tammy Ferguson,2016-10-01,Junk,6,12.42,74.52
Sara Snyder,New Jersey,East,Joseph Foster,2016-10-01,Junk,7,12.42,86.94
Patrick Graham,Washington,West,Jason Berry,2016-10-01,Junk,10,12.42,124.2
Frances Warren,New York,East,Joan Thompson,2016-10-01,Junk,1,12.42,12.42
Diane Gonzalez,Washington,West,Harry Hanson,2016-10-01,Junk,8,12.42,99.36
Diane Gonzalez,Oregon,West,Lillian Howard,2016-10-01,Stuff,6,16.32,97.92
Patrick Graham,California,West,Michelle Sanchez,2016-10-01,Junk,1,12.42,12.42
Diane Gonzalez,Nevada,West,Kimberly Bennett,2016-10-01,Junk,8,12.42,99.36
Patrick Graham,Washington,West,Jason Jackson,2016-10-01,Things,4,17.83,71.32
Sara Snyder,Massachusetts,East,Shirley Rivera,2016-10-01,Things,3,17.83,53.49
Randy Watson,Massachusetts,East,Kenneth Nelson,2016-10-01,Junk,10,12.42,124.2
Randy Watson,New York,East,Todd Holmes,2016-10-01,Junk,5,12.42,62.1
Sara Snyder,New Jersey,East,Melissa Price,2016-10-01,Stuff,8,16.32,130.56
Sara Snyder,Connecticut,East,William Collins,2016-10-01,Widgets,5,53.35,266.75
Frances Warren,New York,East,Phyllis Ward,2016-10-02,Junk,4,12.42,49.68
Randy Watson,New Jersey,East,Anthony Ruiz,2016-10-02,Junk,6,12.42,74.52
Sara Snyder,Massachusetts,East,Joshua Diaz,2016-10-02,Junk,6,12.42,74.52
Patrick Graham,Oregon,West,Roger Bell,2016-10-02,Widgets,10,53.35,533.5
Patrick Graham,Oregon,West,Cynthia Matthews,2016-10-02,Stuff,3,16.32,48.96
Patrick Graham,California,West,Walter Reed,2016-10-02,Widgets,2,53.35,106.7
Patrick Graham,Nevada,West,Laura Lewis,2016-10-02,Junk,2,12.42,24.84
Diane Gonzalez,Oregon,West,Teresa Fisher,2016-10-02,Junk,9,12.42,111.78
Patrick Graham,California,West,Walter Reed,2016-10-02,Widgets,10,53.35,533.5
Frances Warren,New York,East,Betty Stewart,2016-10-02,Junk,10,12.42,124.2
Sara Snyder,New Jersey,East,Ruby Evans,2016-10-02,Junk,4,12.42,49.68
Sara Snyder,New York,East,Jason Black,2016-10-02,Widgets,3,53.35,160.05
Sara Snyder,New York,East,Ronald Kim,2016-10-02,Stuff,8,16.32,130.56
Diane Gonzalez,Washington,West,Jean Stephens,2016-10-02,Widgets,3,53.35,160.05
Sara Snyder,New Jersey,East,Emily Duncan,2016-10-02,Junk,8,12.42,99.36
Patrick Graham,Washington,West,Ryan Ramos,2016-10-03,Things,6,17.83,106.98
Frances Warren,New York,East,Louise Frazier,2016-10-03,Things,1,17.83,17.83
Sara Snyder,Massachusetts,East,Douglas Duncan,2016-10-03,Widgets,4,53.35,213.4
Sara Snyder,Massachusetts,East,Carolyn Scott,2016-10-03,Junk,7,12.42,86.94
Patrick Graham,Washington,West,Antonio Coleman,2016-10-03,Widgets,8,53.35,426.8
Sara Snyder,New York,East,Roger Freeman,2016-10-03,Junk,2,12.42,24.84
Randy Watson,Connecticut,East,Sandra Meyer,2016-10-03,Junk,3,12.42,37.26
Diane Gonzalez,Washington,West,Judy Sanchez,2016-10-03,Junk,9,12.42,111.78
Randy Watson,New Jersey,East,Victor Bell,2016-10-03,Widgets,7,53.35,373.45
Randy Watson,Connecticut,East,Janice Ford,2016-10-03,Things,3,17.83,53.49
Sara Snyder,Massachusetts,East,Mary Nelson,2016-10-03,Junk,10,12.42,124.2
Randy Watson,New York,East,Karen Gray,2016-10-03,Stuff,1,16.32,16.32
Patrick Graham,Oregon,West,Brian Bryant,2016-10-03,Widgets,5,53.35,266.75
Patrick Graham,Washington,West,Craig Reyes,2016-10-04,Stuff,2,16.32,32.64
Sara Snyder,Massachusetts,East,Susan Watkins,2016-10-04,Widgets,2,53.35,106.7
Patrick Graham,California,West,Nicholas Nguyen,2016-10-04,Junk,5,12.42,62.1
Sara Snyder,New Jersey,East,Sean Weaver,2016-10-04,Widgets,8,53.35,426.8
Patrick Graham,California,West,Helen Diaz,2016-10-04,Things,2,17.83,35.66
Patrick Graham,Oregon,West,Alice Taylor,2016-10-04,Junk,8,12.42,99.36
Sara Snyder,Massachusetts,East,Heather Lawrence,2016-10-04,Things,9,17.83,160.47
Diane Gonzalez,California,West,Helen Diaz,2016-10-04,Junk,3,12.42,37.26
Sara Snyder,Massachusetts,East,Joan Cooper,2016-10-04,Things,6,17.83,106.98
Patrick Graham,California,West,Andrew Adams,2016-10-04,Things,10,17.83,178.3
Sara Snyder,Massachusetts,East,Eric Robertson,2016-10-04,Junk,9,12.42,111.78
Patrick Graham,Washington,West,Beverly Garcia,2016-10-04,Junk,5,12.42,62.1
Diane Gonzalez,California,West,Jimmy Warren,2016-10-04,Things,9,17.83,160.47
Sara Snyder,New York,East,Joshua Campbell,2016-10-04,Junk,2,12.42,24.84
Sara Snyder,New York,East,Craig Mcdonald,2016-10-04,Widgets,9,53.35,480.15
Sara Snyder,New York,East,Nancy Stephens,2016-10-04,Junk,9,12.42,111.78
Randy Watson,New York,East,Antonio Mason,2016-10-04,Junk,5,12.42,62.1
Diane Gonzalez,Nevada,West,John Simpson,2016-10-04,Stuff,9,16.32,146.88
Patrick Graham,Washington,West,Angela Sullivan,2016-10-05,Junk,5,12.42,62.1
Randy Watson,New York,East,Phyllis Ward,2016-10-05,Junk,4,12.42,49.68
Randy Watson,Connecticut,East,Anna Franklin,2016-10-05,Junk,2,12.42,24.84
Sara Snyder,Massachusetts,East,Lori Shaw,2016-10-05,Things,7,17.83,124.81
Diane Gonzalez,Nevada,West,Rachel Dunn,2016-10-05,Things,5,17.83,89.15
Sara Snyder,Massachusetts,East,Sandra Weaver,2016-10-05,Things,3,17.83,53.49
Sara Snyder,Massachusetts,East,Jerry Butler,2016-10-05,Things,3,17.83,53.49
Sara Snyder,Massachusetts,East,Paul Perkins,2016-10-05,Things,4,17.83,71.32
Sara Snyder,New Jersey,East,Frank Spencer,2016-10-05,Junk,6,12.42,74.52
Sara Snyder,New York,East,Lawrence Ruiz,2016-10-05,Things,10,17.83,178.3
Sara Snyder,Massachusetts,East,Matthew Berry,2016-10-05,Things,6,17.83,106.98
Randy Watson,Massachusetts,East,Virginia Foster,2016-10-05,Stuff,8,16.32,130.56
Frances Warren,New York,East,Kenneth Fernandez,2016-10-05,Junk,3,12.42,37.26
Randy Watson,New York,East,Dorothy Patterson,2016-10-05,Junk,8,12.42,99.36
Frances Warren,New York,East,Alan Allen,2016-10-05,Things,1,17.83,17.83
Randy Watson,New York,East,Christina Oliver,2016-10-05,Things,1,17.83,17.83
Sara Snyder,Massachusetts,East,Andrea King,2016-10-06,Widgets,2,53.35,106.7
Patrick Graham,California,West,Robin Murphy,2016-10-06,Junk,2,12.42,24.84
Patrick Graham,Oregon,West,Jeremy Diaz,2016-10-06,Things,10,17.83,178.3
Diane Gonzalez,California,West,Beverly Jacobs,2016-10-06,Widgets,6,53.35,320.1
Patrick Graham,Oregon,West,Joyce Garcia,2016-10-06,Junk,3,12.42,37.26
Diane Gonzalez,Washington,West,Gregory Richardson,2016-10-06,Stuff,10,16.32,163.2
Sara Snyder,New York,East,Frank Owens,2016-10-06,Stuff,8,16.32,130.56
Diane Gonzalez,California,West,Kenneth James,2016-10-06,Things,7,17.83,124.81
Randy Watson,New York,East,Phyllis Ward,2016-10-06,Things,1,17.83,17.83
Patrick Graham,Washington,West,Earl Morales,2016-10-06,Widgets,2,53.35,106.7
Patrick Graham,California,West,Tina Schmidt,2016-10-06,Junk,4,12.42,49.68
Frances Warren,New York,East,Eric Stanley,2016-10-06,Stuff,8,16.32,130.56
Sara Snyder,New Jersey,East,Keith Berry,2016-10-06,Widgets,3,53.35,160.05
Patrick Graham,Washington,West,Jason Jackson,2016-10-06,Widgets,9,53.35,480.15
Patrick Graham,California,West,Frank Garrett,2016-10-06,Junk,10,12.42,124.2
Patrick Graham,Washington,West,Christine Jacobs,2016-10-06,Things,1,17.83,17.83
Sara Snyder,New Jersey,East,Judith Wood,2016-10-06,Things,4,17.83,71.32
Sara Snyder,New York,East,Nancy Scott,2016-10-07,Widgets,1,53.35,53.35
Randy Watson,Massachusetts,East,Teresa Walker,2016-10-07,Junk,8,12.42,99.36
Sara Snyder,New York,East,Robert Hayes,2016-10-07,Junk,2,12.42,24.84
Randy Watson,Massachusetts,East,Martha Brown,2016-10-07,Junk,8,12.42,99.36
Patrick Graham,California,West,Joan Robinson,2016-10-07,Things,9,17.83,160.47
Sara Snyder,New Jersey,East,Brian Ryan,2016-10-07,Things,9,17.83,160.47
Patrick Graham,Washington,West,Margaret James,2016-10-07,Things,5,17.83,89.15
Frances Warren,Massachusetts,East,Harold Schmidt,2016-10-07,Stuff,10,16.32,163.2
Frances Warren,New Jersey,East,Rebecca Williams,2016-10-07,Junk,3,12.42,37.26
Patrick Graham,Oregon,West,Thomas Lane,2016-10-07,Things,10,17.83,178.3
Patrick Graham,California,West,Andrea Washington,2016-10-07,Widgets,9,53.35,480.15
Sara Snyder,New York,East,Steven Simpson,2016-10-07,Things,9,17.83,160.47
Sara Snyder,Connecticut,East,Lois Baker,2016-10-07,Junk,2,12.42,24.84
Diane Gonzalez,Washington,West,Pamela Alexander,2016-10-07,Widgets,9,53.35,480.15
Frances Warren,Massachusetts,East,Jennifer Reyes,2016-10-07,Stuff,8,16.32,130.56
Diane Gonzalez,California,West,Tina Schmidt,2016-10-07,Widgets,6,53.35,320.1
Patrick Graham,Nevada,West,Craig Lewis,2016-10-07,Widgets,7,53.35,373.45
Patrick Graham,Washington,West,Charles Montgomery,2016-10-08,Things,2,17.83,35.66
Diane Gonzalez,Washington,West,Earl White,2016-10-08,Stuff,4,16.32,65.28
Patrick Graham,California,West,Diana Hamilton,2016-10-08,Widgets,4,53.35,213.4
Frances Warren,New York,East,Janet Freeman,2016-10-08,Stuff,6,16.32,97.92
Patrick Graham,Washington,West,Ernest Hernandez,2016-10-08,Junk,10,12.42,124.2
Diane Gonzalez,California,West,Andrew Adams,2016-10-08,Junk,10,12.42,124.2
Diane Gonzalez,California,West,Joan Robinson,2016-10-08,Junk,2,12.42,24.84
Sara Snyder,Massachusetts,East,Ann Duncan,2016-10-08,Junk,9,12.42,111.78
Sara Snyder,Connecticut,East,Annie Collins,2016-10-08,Junk,4,12.42,49.68
Sara Snyder,New Jersey,East,Lois Woods,2016-10-08,Junk,3,12.42,37.26
Diane Gonzalez,California,West,Joan Robinson,2016-10-08,Junk,9,12.42,111.78
Sara Snyder,New York,East,Karen Gray,2016-10-08,Junk,6,12.42,74.52
Patrick Graham,Washington,West,Arthur Green,2016-10-08,Things,9,17.83,160.47
Sara Snyder,New York,East,Ronald Kim,2016-10-08,Things,2,17.83,35.66
Sara Snyder,Massachusetts,East,Walter Kennedy,2016-10-08,Stuff,6,16.32,97.92
Randy Watson,Connecticut,East,Phyllis Grant,2016-10-08,Widgets,9,53.35,480.15
Randy Watson,New York,East,Phyllis Ward,2016-10-08,Stuff,3,16.32,48.96
Sara Snyder,Massachusetts,East,Frances Lane,2016-10-08,Junk,4,12.42,49.68
Patrick Graham,Oregon,West,Craig Brooks,2016-10-09,Junk,4,12.42,49.68
Diane Gonzalez,California,West,Steven Stewart,2016-10-09,Junk,10,12.42,124.2
Patrick Graham,Washington,West,Paula Ross,2016-10-09,Things,3,17.83,53.49
Patrick Graham,Oregon,West,Kevin Garza,2016-10-09,Junk,10,12.42,124.2
Diane Gonzalez,Oregon,West,Martha Harper,2016-10-09,Junk,4,12.42,49.68
Patrick Graham,California,West,Timothy Gonzales,2016-10-09,Widgets,10,53.35,533.5
Sara Snyder,New York,East,Sandra Hicks,2016-10-09,Junk,3,12.42,37.26
Sara Snyder,New York,East,Peter Gilbert,2016-10-09,Junk,8,12.42,99.36
Sara Snyder,New Jersey,East,Timothy Lawson,2016-10-09,Junk,6,12.42,74.52
Sara Snyder,Massachusetts,East,Shirley Rivera,2016-10-09,Junk,6,12.42,74.52
Patrick Graham,California,West,Robin Murphy,2016-10-09,Junk,8,12.42,99.36
Frances Warren,Connecticut,East,Marilyn Perry,2016-10-09,Widgets,1,53.35,53.35
Diane Gonzalez,Oregon,West,Marilyn Graham,2016-10-09,Stuff,8,16.32,130.56
Sara Snyder,New Jersey,East,David Allen,2016-10-09,Junk,9,12.42,111.78
Patrick Graham,Washington,West,Jason Berry,2016-10-09,Junk,3,12.42,37.26
Frances Warren,New York,East,Lillian Wood,2016-10-09,Things,8,17.83,142.64
Sara Snyder,Massachusetts,East,Kevin Torres,2016-10-10,Widgets,1,53.35,53.35
Sara Snyder,New Jersey,East,Melissa Price,2016-10-10,Junk,7,12.42,86.94
Sara Snyder,Massachusetts,East,Deborah Wells,2016-10-10,Junk,9,12.42,111.78
Diane Gonzalez,Washington,West,Evelyn Lane,2016-10-10,Widgets,1,53.35,53.35
Randy Watson,New York,East,Janice Jackson,2016-10-10,Things,5,17.83,89.15
Randy Watson,Massachusetts,East,Albert Cook,2016-10-10,Junk,7,12.42,86.94
Sara Snyder,New York,East,Arthur Austin,2016-10-10,Junk,6,12.42,74.52
Sara Snyder,New York,East,Denise Perez,2016-10-10,Junk,7,12.42,86.94
Randy Watson,New York,East,Sharon Rose,2016-10-10,Junk,1,12.42,12.42
Sara Snyder,New Jersey,East,Denise Mitchell,2016-10-10,Stuff,5,16.32,81.6
Diane Gonzalez,California,West,Michelle Sanchez,2016-10-10,Widgets,2,53.35,106.7
Frances Warren,New York,East,Evelyn Greene,2016-10-10,Things,7,17.83,124.81
Frances Warren,Connecticut,East,Scott Weaver,2016-10-10,Stuff,8,16.32,130.56
Patrick Graham,Oregon,West,Billy Scott,2016-10-10,Widgets,7,53.35,373.45
Sara Snyder,New York,East,Harold Daniels,2016-10-10,Junk,9,12.42,111.78
Sara Snyder,New Jersey,East,Cheryl Howard,2016-10-10,Junk,6,12.42,74.52
Sara Snyder,Connecticut,East,Russell Romero,2016-10-10,Things,4,17.83,71.32
Patrick Graham,California,West,Frank Garrett,2016-10-11,Widgets,10,53.35,533.5
Patrick Graham,Washington,West,Aaron Boyd,2016-10-11,Things,2,17.83,35.66
Sara Snyder,New York,East,Marie Rivera,2016-10-11,Junk,8,12.42,99.36
Frances Warren,New Jersey,East,Maria Hughes,2016-10-11,Things,3,17.83,53.49
Frances Warren,Massachusetts,East,Jason Patterson,2016-10-11,Junk,7,12.42,86.94
Frances Warren,Massachusetts,East,Jerry Palmer,2016-10-11,Junk,2,12.42,24.84
Randy Watson,New York,East,Jane Sims,2016-10-11,Stuff,6,16.32,97.92
Patrick Graham,Oregon,West,Kathy Lee,2016-10-11,Stuff,3,16.32,48.96
Patrick Graham,California,West,Adam Garza,2016-10-11,Junk,5,12.42,62.1
Sara Snyder,Connecticut,East,Irene Franklin,2016-10-11,Widgets,7,53.35,373.45
Sara Snyder,Connecticut,East,Henry Cox,2016-10-11,Stuff,5,16.32,81.6
Diane Gonzalez,California,West,Laura Gutierrez,2016-10-12,Things,5,17.83,89.15
Patrick Graham,Nevada,West,Donna Williams,2016-10-12,Junk,9,12.42,111.78
Randy Watson,New York,East,Judith Warren,2016-10-12,Junk,9,12.42,111.78
Sara Snyder,Massachusetts,East,Amanda Bryant,2016-10-12,Stuff,4,16.32,65.28
Patrick Graham,Oregon,West,Craig Brooks,2016-10-12,Junk,1,12.42,12.42
Sara Snyder,New York,East,Cynthia Brooks,2016-10-12,Junk,4,12.42,49.68
Patrick Graham,Washington,West,Christine Wallace,2016-10-12,Junk,5,12.42,62.1
Patrick Graham,California,West,Jacqueline Little,2016-10-12,Widgets,10,53.35,533.5
Frances Warren,Massachusetts,East,Lori Shaw,2016-10-12,Junk,7,12.42,86.94
Sara Snyder,New York,East,Roy Collins,2016-10-12,Junk,1,12.42,12.42
Sara Snyder,Massachusetts,East,Louise Rivera,2016-10-12,Junk,2,12.42,24.84
Sara Snyder,New York,East,Jessica Lewis,2016-10-12,Junk,2,12.42,24.84
Sara Snyder,New Jersey,East,Timothy Lawson,2016-10-12,Junk,8,12.42,99.36
Frances Warren,Massachusetts,East,Jean Fowler,2016-10-12,Stuff,9,16.32,146.88
Frances Warren,Massachusetts,East,Joshua Diaz,2016-10-12,Things,6,17.83,106.98
Frances Warren,New Jersey,East,Martha Mills,2016-10-12,Stuff,2,16.32,32.64
Diane Gonzalez,Oregon,West,Edward Taylor,2016-10-12,Things,4,17.83,71.32
Randy Watson,New York,East,Daniel Morris,2016-10-13,Junk,7,12.42,86.94
Randy Watson,New York,East,Heather Andrews,2016-10-13,Junk,3,12.42,37.26
Frances Warren,New Jersey,East,Laura Wells,2016-10-13,Junk,8,12.42,99.36
